content_signature,canonical_name,selected_file_id,duplicate_count,all_file_ids,original_names,original_urls,file_types
"a2 03 ruoka - google docs|google doc?,pdf,preentation",A2 03 Ruoka - Google Docs.pdf,15LRBhNer29nU5MMkAgMu3KxWj5fFif04,4,15LRBhNer29nU5MMkAgMu3KxWj5fFif04 | 15LRBhNer29nU5MMkAgMu3KxWj5fFif04 | 1s8Am3KRoftBc2LyQjpzagz4LnhkcLmCS | 1s8Am3KRoftBc2LyQjpzagz4LnhkcLmCS,A2 03 Ruoka - Google Docs.pdf | A2 03 Ruoka - Google Docs.pdfPDF | A2 03 Ruoka - Google Docs.pdf | A2 03 Ruoka - Google Docs.pdfPDF,https://drive.google.com/file/d/15LRBhNer29nU5MMkAgMu3KxWj5fFif04/view?usp=drivesdk | https://drive.google.com/file/d/15LRBhNer29nU5MMkAgMu3KxWj5fFif04/view?usp=drivesdk | https://drive.google.com/file/d/1s8Am3KRoftBc2LyQjpzagz4LnhkcLmCS/view?usp=drivesdk | https://drive.google.com/file/d/1s8Am3KRoftBc2LyQjpzagz4LnhkcLmCS/view?usp=drivesdk,pdf | google doc? | preentation
"poliisi lumikot|preentation,video","poliisi, lumikot.mp4",17g7--Uk2u-PusJ1WG9C8g1wP7Zr-1LTL,2,17g7--Uk2u-PusJ1WG9C8g1wP7Zr-1LTL | 17g7--Uk2u-PusJ1WG9C8g1wP7Zr-1LTL,"poliisi, lumikot.mp4 | poliisi, lumikot.mp4Video",https://drive.google.com/file/d/17g7--Uk2u-PusJ1WG9C8g1wP7Zr-1LTL/view?usp=drivesdk | https://drive.google.com/file/d/17g7--Uk2u-PusJ1WG9C8g1wP7Zr-1LTL/view?usp=drivesdk,video | preentation
"lumikot valittaa ja asioi ravintolassa|preentation,video",Lumikot valittaa ja asioi ravintolassa.mp4,1LtzFEfVii9e980PdR3fQ151MJrNqP4WD,2,1LtzFEfVii9e980PdR3fQ151MJrNqP4WD | 1LtzFEfVii9e980PdR3fQ151MJrNqP4WD,Lumikot valittaa ja asioi ravintolassa.mp4 | Lumikot valittaa ja asioi ravintolassa.mp4Video,https://drive.google.com/file/d/1LtzFEfVii9e980PdR3fQ151MJrNqP4WD/view?usp=drivesdk | https://drive.google.com/file/d/1LtzFEfVii9e980PdR3fQ151MJrNqP4WD/view?usp=drivesdk,video | preentation
"työturvallisuus lumikot|document,google doc?,preentation","Työturvallisuus, lumikot",1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk,2,1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk | 1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk,"Työturvallisuus, lumikot | Työturvallisuus, lumikot",https://docs.google.com/document/d/1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk/edit?usp=drivesdk | https://docs.google.com/document/d/1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk/edit?usp=drivesdk,google doc? | preentation | document
"työturvallisuus lumikot|document,google doc?,google docs,preentation","Työturvallisuus, lumikot",1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk,2,1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk | 1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk,"Työturvallisuus, lumikotGoogle Docs | Työturvallisuus, lumikotGoogle Docs",https://docs.google.com/document/d/1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk/edit?usp=drivesdk | https://docs.google.com/document/d/1ldtQDE7LjWHhWOa1w6HKtRv6wZaVNfHgmmQD2CpYiBk/edit?usp=drivesdk,google docs | google doc? | preentation | document
"työturvallisuus 2 lumikot|preentation,video","työturvallisuus 2, lumikot.mp4",118zBw-MaEdKt_0LN2k1sB07utYoal5-n,2,118zBw-MaEdKt_0LN2k1sB07utYoal5-n | 118zBw-MaEdKt_0LN2k1sB07utYoal5-n,"työturvallisuus 2, lumikot.mp4 | työturvallisuus 2, lumikot.mp4Video",https://drive.google.com/file/d/118zBw-MaEdKt_0LN2k1sB07utYoal5-n/view?usp=drivesdk | https://drive.google.com/file/d/118zBw-MaEdKt_0LN2k1sB07utYoal5-n/view?usp=drivesdk,video | preentation
"työturvallisuus lumikot|preentation,video","työturvallisuus, lumikot.mp4",1KyA6mPjcFCQ6b9q4b8YH8tpc5Om6ZzGW,2,1KyA6mPjcFCQ6b9q4b8YH8tpc5Om6ZzGW | 1KyA6mPjcFCQ6b9q4b8YH8tpc5Om6ZzGW,"työturvallisuus, lumikot.mp4 | työturvallisuus, lumikot.mp4Video",https://drive.google.com/file/d/1KyA6mPjcFCQ6b9q4b8YH8tpc5Om6ZzGW/view?usp=drivesdk | https://drive.google.com/file/d/1KyA6mPjcFCQ6b9q4b8YH8tpc5Om6ZzGW/view?usp=drivesdk,video | preentation
työturvallisuus_sanasto|preentation,työturvallisuus_sanasto.pngImage,1noydssgTry88SoJ2h28qStuwdULlKsz2,2,1noydssgTry88SoJ2h28qStuwdULlKsz2 | 1noydssgTry88SoJ2h28qStuwdULlKsz2,työturvallisuus_sanasto.png | työturvallisuus_sanasto.pngImage,https://drive.google.com/file/d/1noydssgTry88SoJ2h28qStuwdULlKsz2/view?usp=drivesdk | https://drive.google.com/file/d/1noydssgTry88SoJ2h28qStuwdULlKsz2/view?usp=drivesdk,preentation
asiointi_sanasto|preentation,asiointi_sanasto.pngImage,1kUhYyoSZEMRQoHp-Fsre_9tjePamoIli,2,1kUhYyoSZEMRQoHp-Fsre_9tjePamoIli | 1kUhYyoSZEMRQoHp-Fsre_9tjePamoIli,asiointi_sanasto.png | asiointi_sanasto.pngImage,https://drive.google.com/file/d/1kUhYyoSZEMRQoHp-Fsre_9tjePamoIli/view?usp=drivesdk | https://drive.google.com/file/d/1kUhYyoSZEMRQoHp-Fsre_9tjePamoIli/view?usp=drivesdk,preentation
poliisi_sanasto|preentation,poliisi_sanasto.pngImage,1STJBVLeXf2iG0y1c_AjRkWWoLiJFnCaW,2,1STJBVLeXf2iG0y1c_AjRkWWoLiJFnCaW | 1STJBVLeXf2iG0y1c_AjRkWWoLiJFnCaW,poliisi_sanasto.png | poliisi_sanasto.pngImage,https://drive.google.com/file/d/1STJBVLeXf2iG0y1c_AjRkWWoLiJFnCaW/view?usp=drivesdk | https://drive.google.com/file/d/1STJBVLeXf2iG0y1c_AjRkWWoLiJFnCaW/view?usp=drivesdk,preentation
"a2 02 perhe 1|pdf,preentation",A2 02 Perhe (1).pdf,1hLB0UIAzdiGmNMa4iCkbutRFophLdByR,2,1hLB0UIAzdiGmNMa4iCkbutRFophLdByR | 1hLB0UIAzdiGmNMa4iCkbutRFophLdByR,A2 02 Perhe (1).pdf | A2 02 Perhe (1).pdfPDF,https://drive.google.com/file/d/1hLB0UIAzdiGmNMa4iCkbutRFophLdByR/view?usp=drivesdk | https://drive.google.com/file/d/1hLB0UIAzdiGmNMa4iCkbutRFophLdByR/view?usp=drivesdk,pdf | preentation
"puhetestin harjoitus lumikot|document,google doc?,preentation","Puhetestin harjoitus, lumikot",1qR4Kq-_565fub480fkYYw-icWAYzVhMjc_m4SaVwljQ,2,1qR4Kq-_565fub480fkYYw-icWAYzVhMjc_m4SaVwljQ | 1hz5jfqTpZNMh90DBDKWRJvMxRjILBrfFLaFbgiU0fUQ,"Puhetestin harjoitus, lumikot | Puhetestin harjoitus, lumikot",https://docs.google.com/document/d/1qR4Kq-_565fub480fkYYw-icWAYzVhMjc_m4SaVwljQ/edit?usp=drivesdk | https://docs.google.com/document/d/1hz5jfqTpZNMh90DBDKWRJvMxRjILBrfFLaFbgiU0fUQ/edit?usp=drivesdk,google doc? | preentation | document
"puhetestin harjoitus lumikot|document,google doc?,google docs,preentation","Puhetestin harjoitus, lumikot",1qR4Kq-_565fub480fkYYw-icWAYzVhMjc_m4SaVwljQ,2,1qR4Kq-_565fub480fkYYw-icWAYzVhMjc_m4SaVwljQ | 1hz5jfqTpZNMh90DBDKWRJvMxRjILBrfFLaFbgiU0fUQ,"Puhetestin harjoitus, lumikotGoogle Docs | Puhetestin harjoitus, lumikotGoogle Docs",https://docs.google.com/document/d/1qR4Kq-_565fub480fkYYw-icWAYzVhMjc_m4SaVwljQ/edit?usp=drivesdk | https://docs.google.com/document/d/1hz5jfqTpZNMh90DBDKWRJvMxRjILBrfFLaFbgiU0fUQ/edit?usp=drivesdk,google docs | google doc? | preentation | document
"puhetestin kertaus lumikot|preentation,video","puhetestin kertaus, lumikot.mp4",1uQNWDVigDiS0079Ft2TrF45C6m9v_xrJ,2,1uQNWDVigDiS0079Ft2TrF45C6m9v_xrJ | 1uQNWDVigDiS0079Ft2TrF45C6m9v_xrJ,"puhetestin kertaus, lumikot.mp4 | puhetestin kertaus, lumikot.mp4Video",https://drive.google.com/file/d/1uQNWDVigDiS0079Ft2TrF45C6m9v_xrJ/view?usp=drivesdk | https://drive.google.com/file/d/1uQNWDVigDiS0079Ft2TrF45C6m9v_xrJ/view?usp=drivesdk,video | preentation
"64 adverbit|pdf,preentation",6.4. Adverbit.pdf,1SPXoUGDiSeqQnPLrY475M_YVPA3Kuixf,2,1SPXoUGDiSeqQnPLrY475M_YVPA3Kuixf | 1SPXoUGDiSeqQnPLrY475M_YVPA3Kuixf,6.4. Adverbit.pdf | 6.4. Adverbit.pdfPDF,https://drive.google.com/file/d/1SPXoUGDiSeqQnPLrY475M_YVPA3Kuixf/view?usp=drivesdk | https://drive.google.com/file/d/1SPXoUGDiSeqQnPLrY475M_YVPA3Kuixf/view?usp=drivesdk,pdf | preentation
"tavan adverbit|preentation,video",Tavan adverbit.mp4,13uq2OATzt1U5cgC44Mqb3v3Gkz7nGOf-,2,13uq2OATzt1U5cgC44Mqb3v3Gkz7nGOf- | 13uq2OATzt1U5cgC44Mqb3v3Gkz7nGOf-,Tavan adverbit.mp4 | Tavan adverbit.mp4Video,https://drive.google.com/file/d/13uq2OATzt1U5cgC44Mqb3v3Gkz7nGOf-/view?usp=drivesdk | https://drive.google.com/file/d/13uq2OATzt1U5cgC44Mqb3v3Gkz7nGOf-/view?usp=drivesdk,video | preentation
"lähipiiri lumikot|preentation,video","lähipiiri, lumikot.mp4",1BtdZFPsnUNnu8pMuIlYixUUBCh13_xHy,2,1BtdZFPsnUNnu8pMuIlYixUUBCh13_xHy | 1BtdZFPsnUNnu8pMuIlYixUUBCh13_xHy,"lähipiiri, lumikot.mp4 | lähipiiri, lumikot.mp4Video",https://drive.google.com/file/d/1BtdZFPsnUNnu8pMuIlYixUUBCh13_xHy/view?usp=drivesdk | https://drive.google.com/file/d/1BtdZFPsnUNnu8pMuIlYixUUBCh13_xHy/view?usp=drivesdk,video | preentation
51 lähipiiri sanasto|preentation,5.1. lähipiiri sanasto.pngImage,16a1UyZThDhEUzBs3QbwLJNWFVCzcdTSi,2,16a1UyZThDhEUzBs3QbwLJNWFVCzcdTSi | 16a1UyZThDhEUzBs3QbwLJNWFVCzcdTSi,5.1. lähipiiri sanasto.png | 5.1. lähipiiri sanasto.pngImage,https://drive.google.com/file/d/16a1UyZThDhEUzBs3QbwLJNWFVCzcdTSi/view?usp=drivesdk | https://drive.google.com/file/d/16a1UyZThDhEUzBs3QbwLJNWFVCzcdTSi/view?usp=drivesdk,preentation
"64 adverbit class|pdf,preentation",6.4. Adverbit CLASS.pdf,1dFEBGwGFu5qw-yH813PH7819vIlhE14G,2,1dFEBGwGFu5qw-yH813PH7819vIlhE14G | 1dFEBGwGFu5qw-yH813PH7819vIlhE14G,6.4. Adverbit CLASS.pdf | 6.4. Adverbit CLASS.pdfPDF,https://drive.google.com/file/d/1dFEBGwGFu5qw-yH813PH7819vIlhE14G/view?usp=drivesdk | https://drive.google.com/file/d/1dFEBGwGFu5qw-yH813PH7819vIlhE14G/view?usp=drivesdk,pdf | preentation
"44 translatiiviharjoitus|pdf,preentation",4.4. translatiiviharjoitus.pdf,1oQkLWKWw3yTXuQyNaVffT-6rf4a4FiF1,2,1oQkLWKWw3yTXuQyNaVffT-6rf4a4FiF1 | 1oQkLWKWw3yTXuQyNaVffT-6rf4a4FiF1,4.4. translatiiviharjoitus.pdf | 4.4. translatiiviharjoitus.pdfPDF,https://drive.google.com/file/d/1oQkLWKWw3yTXuQyNaVffT-6rf4a4FiF1/view?usp=drivesdk | https://drive.google.com/file/d/1oQkLWKWw3yTXuQyNaVffT-6rf4a4FiF1/view?usp=drivesdk,pdf | preentation
"44 essiivi harjoitus|pdf,preentation",4.4. essiivi harjoitus.pdf,1GRBqt6QE_mkfeCUPdOQ-JH-cjqf1Rc4x,2,1GRBqt6QE_mkfeCUPdOQ-JH-cjqf1Rc4x | 1GRBqt6QE_mkfeCUPdOQ-JH-cjqf1Rc4x,4.4. essiivi harjoitus.pdf | 4.4. essiivi harjoitus.pdfPDF,https://drive.google.com/file/d/1GRBqt6QE_mkfeCUPdOQ-JH-cjqf1Rc4x/view?usp=drivesdk | https://drive.google.com/file/d/1GRBqt6QE_mkfeCUPdOQ-JH-cjqf1Rc4x/view?usp=drivesdk,pdf | preentation
"44 essiivi ja translatiivi class|pdf,preentation",4.4. essiivi ja translatiivi CLASS.pdf,1PMliky7UIWQQGKmsb_E__4T0SC-UNvmt,2,1PMliky7UIWQQGKmsb_E__4T0SC-UNvmt | 1PMliky7UIWQQGKmsb_E__4T0SC-UNvmt,4.4. essiivi ja translatiivi CLASS.pdf | 4.4. essiivi ja translatiivi CLASS.pdfPDF,https://drive.google.com/file/d/1PMliky7UIWQQGKmsb_E__4T0SC-UNvmt/view?usp=drivesdk | https://drive.google.com/file/d/1PMliky7UIWQQGKmsb_E__4T0SC-UNvmt/view?usp=drivesdk,pdf | preentation
"lumikot 42 ajanvaraus ja päivystys|document,google docs,preentation",Lumikot: 4.2. Ajanvaraus ja päivystys.docxMicrosoft Word,1bATJ-ep650h6ijR9kdibvKmhZ8VutKfC,2,1bATJ-ep650h6ijR9kdibvKmhZ8VutKfC | 1bATJ-ep650h6ijR9kdibvKmhZ8VutKfC,Lumikot: 4.2. Ajanvaraus ja päivystys.docx | Lumikot: 4.2. Ajanvaraus ja päivystys.docxMicrosoft Word,https://docs.google.com/document/d/1bATJ-ep650h6ijR9kdibvKmhZ8VutKfC/edit?usp=drivesdk&ouid=110067718716034362637&rtpof=true&sd=true | https://docs.google.com/document/d/1bATJ-ep650h6ijR9kdibvKmhZ8VutKfC/edit?usp=drivesdk&ouid=110067718716034362637&rtpof=true&sd=true,google docs | preentation | document
"43 terveydenhuolto|document,google docs,preentation",4.3. Terveydenhuolto.docxMicrosoft Word,1Yt50tw7ENFDt91G5t1b4VDh8kFwYjy73,2,1Yt50tw7ENFDt91G5t1b4VDh8kFwYjy73 | 1Yt50tw7ENFDt91G5t1b4VDh8kFwYjy73,4.3. Terveydenhuolto.docx | 4.3. Terveydenhuolto.docxMicrosoft Word,https://docs.google.com/document/d/1Yt50tw7ENFDt91G5t1b4VDh8kFwYjy73/edit?usp=drivesdk&ouid=110067718716034362637&rtpof=true&sd=true | https://docs.google.com/document/d/1Yt50tw7ENFDt91G5t1b4VDh8kFwYjy73/edit?usp=drivesdk&ouid=110067718716034362637&rtpof=true&sd=true,google docs | preentation | document
43 terveydenhuollon sanasto|preentation,4.3. Terveydenhuollon sanasto.pngImage,1uUzgCvC8RZHU8PBYgVpGgjrOfuRzP7Bz,2,1uUzgCvC8RZHU8PBYgVpGgjrOfuRzP7Bz | 1uUzgCvC8RZHU8PBYgVpGgjrOfuRzP7Bz,4.3. Terveydenhuollon sanasto.png | 4.3. Terveydenhuollon sanasto.pngImage,https://drive.google.com/file/d/1uUzgCvC8RZHU8PBYgVpGgjrOfuRzP7Bz/view?usp=drivesdk | https://drive.google.com/file/d/1uUzgCvC8RZHU8PBYgVpGgjrOfuRzP7Bz/view?usp=drivesdk,preentation
lääkärissä 42|preentation,lääkärissä 4.2.pngImage,1_6r7d3BmxB7RfMvAH66QPGPhjaoLQOlj,2,1_6r7d3BmxB7RfMvAH66QPGPhjaoLQOlj | 1_6r7d3BmxB7RfMvAH66QPGPhjaoLQOlj,lääkärissä 4.2.png | lääkärissä 4.2.pngImage,https://drive.google.com/file/d/1_6r7d3BmxB7RfMvAH66QPGPhjaoLQOlj/view?usp=drivesdk | https://drive.google.com/file/d/1_6r7d3BmxB7RfMvAH66QPGPhjaoLQOlj/view?usp=drivesdk,preentation
"44 essiivi ja translatiivi|pdf,preentation",4.4. essiivi ja translatiivi.pdf,17EyHENW5JOObh9vstHYzVr4gEWC0Ydja,2,17EyHENW5JOObh9vstHYzVr4gEWC0Ydja | 17EyHENW5JOObh9vstHYzVr4gEWC0Ydja,4.4. essiivi ja translatiivi.pdf | 4.4. essiivi ja translatiivi.pdfPDF,https://drive.google.com/file/d/17EyHENW5JOObh9vstHYzVr4gEWC0Ydja/view?usp=drivesdk | https://drive.google.com/file/d/17EyHENW5JOObh9vstHYzVr4gEWC0Ydja/view?usp=drivesdk,pdf | preentation
"108_41 hätänumerodocx|pdf,preentation",10.8._4.1. Hätänumero.docx.pdf,13h5HqPn37JcLaXZQEN8ZyZ0ViTmFf0KB,2,13h5HqPn37JcLaXZQEN8ZyZ0ViTmFf0KB | 13h5HqPn37JcLaXZQEN8ZyZ0ViTmFf0KB,10.8._4.1. Hätänumero.docx.pdf | 10.8._4.1. Hätänumero.docx.pdfPDF,https://drive.google.com/file/d/13h5HqPn37JcLaXZQEN8ZyZ0ViTmFf0KB/view?usp=drivesdk | https://drive.google.com/file/d/13h5HqPn37JcLaXZQEN8ZyZ0ViTmFf0KB/view?usp=drivesdk,pdf | preentation
"108_41 hätäpuhelu|preentation,video",10.8._4.1 Hätäpuhelu.mp4,1IvWhw386IIlnLaTSgSXN2_cxvbuGizc0,2,1IvWhw386IIlnLaTSgSXN2_cxvbuGizc0 | 1IvWhw386IIlnLaTSgSXN2_cxvbuGizc0,10.8._4.1 Hätäpuhelu.mp4 | 10.8._4.1 Hätäpuhelu.mp4Video,https://drive.google.com/file/d/1IvWhw386IIlnLaTSgSXN2_cxvbuGizc0/view?usp=drivesdk | https://drive.google.com/file/d/1IvWhw386IIlnLaTSgSXN2_cxvbuGizc0/view?usp=drivesdk,video | preentation
"lumikot kirjottaa|preentation,video",Lumikot kirjottaa.mp4,1djS1rb_HYUq54nZeXPZQw64ZLm1GwZxT,2,1djS1rb_HYUq54nZeXPZQw64ZLm1GwZxT | 1djS1rb_HYUq54nZeXPZQw64ZLm1GwZxT,Lumikot kirjottaa.mp4 | Lumikot kirjottaa.mp4Video,https://drive.google.com/file/d/1djS1rb_HYUq54nZeXPZQw64ZLm1GwZxT/view?usp=drivesdk | https://drive.google.com/file/d/1djS1rb_HYUq54nZeXPZQw64ZLm1GwZxT/view?usp=drivesdk,video | preentation
"88_33 työpaikalla jutustelua|pdf,preentation",8.8._3.3. Työpaikalla jutustelua.pdf,1gCKG9eQG6LULcGUCk5qzJ2H2En6IzIc2,2,1gCKG9eQG6LULcGUCk5qzJ2H2En6IzIc2 | 1gCKG9eQG6LULcGUCk5qzJ2H2En6IzIc2,8.8._3.3. Työpaikalla jutustelua.pdf | 8.8._3.3. Työpaikalla jutustelua.pdfPDF,https://drive.google.com/file/d/1gCKG9eQG6LULcGUCk5qzJ2H2En6IzIc2/view?usp=drivesdk | https://drive.google.com/file/d/1gCKG9eQG6LULcGUCk5qzJ2H2En6IzIc2/view?usp=drivesdk,pdf | preentation
"88_33- työpaikalla jutustelua|preentation,video",8.8._3.3- Työpaikalla jutustelua.mp4,1zGQbEHYcrUOvbSXsA9ZvHQUYq-X_QG0E,2,1zGQbEHYcrUOvbSXsA9ZvHQUYq-X_QG0E | 1zGQbEHYcrUOvbSXsA9ZvHQUYq-X_QG0E,8.8._3.3- Työpaikalla jutustelua.mp4 | 8.8._3.3- Työpaikalla jutustelua.mp4Video,https://drive.google.com/file/d/1zGQbEHYcrUOvbSXsA9ZvHQUYq-X_QG0E/view?usp=drivesdk | https://drive.google.com/file/d/1zGQbEHYcrUOvbSXsA9ZvHQUYq-X_QG0E/view?usp=drivesdk,video | preentation
"782023_32 työ- ja koulutushistoria|pdf,preentation",7.8.2023_3.2. Työ- ja koulutushistoria.pdf,1pL2dRR4Gcfog_Ik1onmPe_gbaoAeSBOS,2,1pL2dRR4Gcfog_Ik1onmPe_gbaoAeSBOS | 1pL2dRR4Gcfog_Ik1onmPe_gbaoAeSBOS,7.8.2023_3.2. Työ- ja koulutushistoria.pdf | 7.8.2023_3.2. Työ- ja koulutushistoria.pdfPDF,https://drive.google.com/file/d/1pL2dRR4Gcfog_Ik1onmPe_gbaoAeSBOS/view?usp=drivesdk | https://drive.google.com/file/d/1pL2dRR4Gcfog_Ik1onmPe_gbaoAeSBOS/view?usp=drivesdk,pdf | preentation
"32 työ- ja koulutushistoria pt1|preentation,video",3.2. Työ- ja koulutushistoria pt1.mp4,1Nun15ktwOKdDp7rCLzJfkl-bZi5vjxiO,2,1Nun15ktwOKdDp7rCLzJfkl-bZi5vjxiO | 1Nun15ktwOKdDp7rCLzJfkl-bZi5vjxiO,3.2. Työ- ja koulutushistoria pt1.mp4 | 3.2. Työ- ja koulutushistoria pt1.mp4Video,https://drive.google.com/file/d/1Nun15ktwOKdDp7rCLzJfkl-bZi5vjxiO/view?usp=drivesdk | https://drive.google.com/file/d/1Nun15ktwOKdDp7rCLzJfkl-bZi5vjxiO/view?usp=drivesdk,video | preentation
"32- työ ja koulutushistoria pt2|preentation,video",3.2- Työ ja koulutushistoria pt2.mp4,14R-lfSt10lsYsxhWt3zn5VJN_d3rKwok,2,14R-lfSt10lsYsxhWt3zn5VJN_d3rKwok | 14R-lfSt10lsYsxhWt3zn5VJN_d3rKwok,3.2- Työ ja koulutushistoria pt2.mp4 | 3.2- Työ ja koulutushistoria pt2.mp4Video,https://drive.google.com/file/d/14R-lfSt10lsYsxhWt3zn5VJN_d3rKwok/view?usp=drivesdk | https://drive.google.com/file/d/14R-lfSt10lsYsxhWt3zn5VJN_d3rKwok/view?usp=drivesdk,video | preentation
32 työhistoria|preentation,3.2. työhistoria.pngImage,1-CpXVNdjKxKEBjaTepl5vd6StRL4Tozp,2,1-CpXVNdjKxKEBjaTepl5vd6StRL4Tozp | 1-CpXVNdjKxKEBjaTepl5vd6StRL4Tozp,3.2. työhistoria.png | 3.2. työhistoria.pngImage,https://drive.google.com/file/d/1-CpXVNdjKxKEBjaTepl5vd6StRL4Tozp/view?usp=drivesdk | https://drive.google.com/file/d/1-CpXVNdjKxKEBjaTepl5vd6StRL4Tozp/view?usp=drivesdk,preentation
33 työpäivän ennakkokysymys|preentation,3.3. Työpäivän ennakkokysymys.pngImage,1uaVV8iL8cldgkfzSGdiSyuDUzqV6xPjw,2,1uaVV8iL8cldgkfzSGdiSyuDUzqV6xPjw | 1uaVV8iL8cldgkfzSGdiSyuDUzqV6xPjw,3.3. Työpäivän ennakkokysymys.png | 3.3. Työpäivän ennakkokysymys.pngImage,https://drive.google.com/file/d/1uaVV8iL8cldgkfzSGdiSyuDUzqV6xPjw/view?usp=drivesdk | https://drive.google.com/file/d/1uaVV8iL8cldgkfzSGdiSyuDUzqV6xPjw/view?usp=drivesdk,preentation
"luento4vt1eikpt cl|pdf,preentation",luento4vt1eikpt cl.pdf,1RncrjC6Gft_vNuaa7eJqTYJG0nhc596a,2,1RncrjC6Gft_vNuaa7eJqTYJG0nhc596a | 1RncrjC6Gft_vNuaa7eJqTYJG0nhc596a,luento4vt1eikpt cl.pdf | luento4vt1eikpt cl.pdfPDF,https://drive.google.com/file/d/1RncrjC6Gft_vNuaa7eJqTYJG0nhc596a/view?usp=drivesdk | https://drive.google.com/file/d/1RncrjC6Gft_vNuaa7eJqTYJG0nhc596a/view?usp=drivesdk,pdf | preentation
"luento5vt1av cl|pdf,preentation",luento5vt1av cl.pdf,1Cvo6qa5sfJShrkRJh1gM5v4Uigj6qZbd,2,1Cvo6qa5sfJShrkRJh1gM5v4Uigj6qZbd | 1Cvo6qa5sfJShrkRJh1gM5v4Uigj6qZbd,luento5vt1av cl.pdf | luento5vt1av cl.pdfPDF,https://drive.google.com/file/d/1Cvo6qa5sfJShrkRJh1gM5v4Uigj6qZbd/view?usp=drivesdk | https://drive.google.com/file/d/1Cvo6qa5sfJShrkRJh1gM5v4Uigj6qZbd/view?usp=drivesdk,pdf | preentation
"luento6vt2j5 cl|pdf,preentation",luento6vt2j5 cl.pdf,1yYqiRH2TG1L5Swm6BcwZ8T9FpnPP2dYo,2,1yYqiRH2TG1L5Swm6BcwZ8T9FpnPP2dYo | 1yYqiRH2TG1L5Swm6BcwZ8T9FpnPP2dYo,luento6vt2j5 cl.pdf | luento6vt2j5 cl.pdfPDF,https://drive.google.com/file/d/1yYqiRH2TG1L5Swm6BcwZ8T9FpnPP2dYo/view?usp=drivesdk | https://drive.google.com/file/d/1yYqiRH2TG1L5Swm6BcwZ8T9FpnPP2dYo/view?usp=drivesdk,pdf | preentation
"luento7kokys cl|pdf,preentation",luento7kokys cl.pdf,1v7Ils9HTDaq2Ig5uCqPglsdqnjC40nZg,2,1v7Ils9HTDaq2Ig5uCqPglsdqnjC40nZg | 1v7Ils9HTDaq2Ig5uCqPglsdqnjC40nZg,luento7kokys cl.pdf | luento7kokys cl.pdfPDF,https://drive.google.com/file/d/1v7Ils9HTDaq2Ig5uCqPglsdqnjC40nZg/view?usp=drivesdk | https://drive.google.com/file/d/1v7Ils9HTDaq2Ig5uCqPglsdqnjC40nZg/view?usp=drivesdk,pdf | preentation
"verbityypit 3 ja 4 - ei kpt cl|pdf,preentation",Verbityypit 3 ja 4 - ei kpt cl.pdf,1qqY1sTBM95BmmGLC-Ey2HwucVHK7dR2v,2,1qqY1sTBM95BmmGLC-Ey2HwucVHK7dR2v | 1qqY1sTBM95BmmGLC-Ey2HwucVHK7dR2v,Verbityypit 3 ja 4 - ei kpt cl.pdf | Verbityypit 3 ja 4 - ei kpt cl.pdfPDF,https://drive.google.com/file/d/1qqY1sTBM95BmmGLC-Ey2HwucVHK7dR2v/view?usp=drivesdk | https://drive.google.com/file/d/1qqY1sTBM95BmmGLC-Ey2HwucVHK7dR2v/view?usp=drivesdk,pdf | preentation
"luento14vt34kpt cl|pdf,preentation",luento14VT34kpt cl.pdf,1V4WySXB1vGwTnZ7zEAi713Rc0nmExPs3,2,1V4WySXB1vGwTnZ7zEAi713Rc0nmExPs3 | 1V4WySXB1vGwTnZ7zEAi713Rc0nmExPs3,luento14VT34kpt cl.pdf | luento14VT34kpt cl.pdfPDF,https://drive.google.com/file/d/1V4WySXB1vGwTnZ7zEAi713Rc0nmExPs3/view?usp=drivesdk | https://drive.google.com/file/d/1V4WySXB1vGwTnZ7zEAi713Rc0nmExPs3/view?usp=drivesdk,pdf | preentation
